iata,name,city,state,latitude,longitude,routes
ANQ,Steuben County-Tri State,Angola,IN,41.63969833,-85.08349333,0
ANV,Anvik,Anvik,AK,62.64858333,-160.1898889,0
ANW,Ainsworth Municipal,Ainsworth,NE,42.57922222,-99.99297222,0
ANY,Anthony Municipal,Anthony,KS,37.15852194,-98.07964667,0
AOC,Arco-Butte County,Arco,ID,43.60343056,-113.3340972,0
AOH,Allen County,Lima,OH,40.70694444,-84.02666667,0
AOO,Altoona-Blair Cty,Altoona,PA,40.29637222,-78.32002306,0
APA,Centennial,Denver,CO,39.57012833,-104.8492942,0
APC,Napa County,Napa,CA,38.21319444,-122.28069440000002,0
APF,Naples Municipal,Naples,FL,26.15247222,-81.77544444,0
APN,Alpena County Regional,Alpena,MI,45.078067499999996,-83.56028583,0
APT,Marion County-Brown,Jasper,TN,35.06067778,-85.58531667,0
APV,Apple Valley,Apple Valley,CA,34.57528944,-117.18617920000001,0
AQC,Klawock SPB,Klawock,AK,55.5546575,-133.1016928,0
AQH,Kwinhagak,Quinhagak,AK,59.75700722,-161.8794789,0
AQT,Nuiqsut,Nuiqsut,AK,70.20995278,-151.0055611,0
AQW,Harriman And West,North Adams,MA,42.69591417,-73.17038306,0
AQY,Girdwood,Girdwood,AK,60.96609583,-149.12578919999999,0
ARA,Acadiana Regional,New Iberia,LA,30.03775833,-91.88389611,0
ARB,Ann Arbor Municipal,Ann Arbor,MI,42.22298361,-83.74560722,0
ARC,Arctic Village,Arctic Village,AK,68.11608083,-145.5761114,0
ARG,Walnut Ridge Regional,Walnut Ridge,AR,36.12534667,-90.92461944,0
ARR,Aurora Municipal,Chicago/Aurora,IL,41.77192944,-88.47565917,0
ART,Watertown Intl,Watertown,NY,43.99192222,-76.02173861,0
ARV,Lakeland,Minocqua-Woodruff,WI,45.92792556,-89.73094278,0
ASD,Slidell,Slidell,LA,30.345055,-89.82078833,0
ASE,Aspen-Pitkin Co/Sardy,Aspen,CO,39.22316,-106.868845,10
ASG,Springdale Municipal,Springdale,AR,36.17641056,-94.11925833,0
ASH,Boire,Nashua,NH,42.78176306,-71.51477944,0
ASJ,Tri-County,Ahoskie,NC,36.29752583,-77.17085556,0
ASL,Marshall - Harrison County,Marshall,TX,32.5205,-94.30777778,0
ASN,Talladega Municipal,Talladega,AL,33.56991111,-86.05085833,0
AST,Astoria Regional,Astoria,OR,46.15797222,-123.87869440000001,0
ASW,Warsaw Municipal,Warsaw,IN,41.2747,-85.84005556,0
ASX,John F Kennedy Memorial,Ashland,WI,46.54852806,-90.91896639,0
ATA,Hall-Miller Municipal,Atlanta,TX,33.101805,-94.19532694,0
ATK,Atqasuk,Atqasuk,AK,70.46727611,-157.4357361,0
ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,173
ATS,Artesia Municipal,Artesia,NM,32.85252806,-104.4676864,0
ATW,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556,9
ATY,Watertown Municipal,Watertown,SD,44.91398056,-97.15471944,0
AUG,Augusta State,Augusta,ME,44.32064972,-69.79731806,0
AUH,Aurora Municipal,Aurora,NE,40.89413889,-97.99455556,0
AUK,Alakanuk,Alakanuk,AK,62.68004417,-164.6599253,0
AUM,Austin Municipal,Austin,MN,43.66499083,-92.933385,0
AUN,Auburn Municipal,Auburn,CA,38.95476944,-121.08208059999998,0
AUO,Auburn-Opelik,Auburn,AL,32.61635417,-85.43355944,0
AUS,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194,52
AUW,Wausau Municipal,Wausau,WI,44.92847222,-89.62661111,0
AVC,Mecklenburg-Brunswick Regional,South Hill,VA,36.68827778,-78.05447222,0
AVK,Alva Regional,Alva,OK,36.77317,-98.66994611,0
AVL,Asheville Regional,Asheville,NC,35.43619444,-82.54180556,7
AVO,Avon Park Municipal,Avon Park,FL,27.591145,-81.52785333,0
AVP,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.72426750000001,7
AVQ,Marana Northwest Regional,Marana,AZ,32.40939028,-111.21850859999999,0
AVX,Catalina,Avalon,CA,33.40494444,-118.4158611,0
AWG,Washington Municipal,Washington,IA,41.27610083,-91.67344389,0
AWI,Wainwright,Wainwright,AK,70.638,-159.99475,0
AWM,West Memphis Municipal,West Memphis,AR,35.13505861,-90.23444639,0
AWO,Arlington Municipal,Arlington,WA,48.16074833,-122.1590208,0
AXA,Algona Municipal,Algona,IA,43.07791056,-94.27199278,0
AXN,Chandler,Alexandria,MN,45.86629833,-95.39466806,0
AXS,Altus Municipal,Altus,OK,34.69878194,-99.3381,0
AXV,Neil Armstrong,Wapakoneta,OH,40.49338889,-84.29894444,0
AXX,Angel Fire,Angel Fire,NM,36.42240972,-105.2892967,0
AYS,Waycross-Ware County,Waycross,GA,31.24905556,-82.39530556,0
AZC,Colorado City Municipal,Colorado City,AZ,36.95994444,-113.0138889,0
AZE,Hazelhurst,Hazelhurst,GA,31.88465639,-82.64738778,0
AZO,Kalamazoo County,Kalamazoo,MI,42.234875,-85.55205749999999,6
B01,Granville,Granville,NY,43.42507111,-73.26205306,0
B08,Silver Springs,Silver Springs,NV,39.40324917,-119.25182920000002,0
B16,Whitford,Weedsport,NY,43.08027611,-76.53837556,0
B19,Biddeford Municipal,Biddeford,ME,43.46411111,-70.47238889,0
B21,Sugarloaf Regional,Carrabasset,ME,45.08616639,-70.21617778,0
BAF,Barnes Municipal,Westfield,MA,42.15773111,-72.71562028,0
BAK,Columbus Municipal,Columbus,IN,39.26191861,-85.89634556,0
BAM,Battle Mountain,Battle Mountain,NV,40.59904583,-116.8743358,0
BAX,Huron County Memorial,Bad Axe,MI,43.78091667,-82.98566667,0
BAZ,New Braunfels Municipal,New Braunfels,TX,29.7045,-98.04222222,0
BBB,Benson Municipal,Benson,MN,45.3319325,-95.650565,0
BBD,Curtis,Brady,TX,31.17816667,-99.32463889,0
BBP,Marlboro County,Bennettsville,SC,34.62170861,-79.73435944,0
BBW,Broken Bow Municipal,Broken Bow,NE,41.43645056,-99.64216861,0
BCB,Virginia Tech,Blacksburg,VA,37.20782361,-80.40832778,0
BCE,Bryce Canyon,Bryce Canyon,UT,37.70637111,-112.14547250000001,0
BCK,Black River Falls Area,Black River Falls,WI,44.25073861,-90.85528028,0
BCT,Boca Raton,Boca Raton,FL,26.37848667,-80.10769667,0
BCV,Birchwood,Birchwood,AK,61.41612444,-149.50888,0
BDE,Baudette International,Baudette,MN,48.72741667,-94.61030556,0
BDG,Blanding Muni,Blanding,UT,37.58303472,-109.48328889999999,0
BDL,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833,33
BDQ,Morrilton Municipal,Morrilton,AR,35.13619528,-92.71349722,0
BDR,Igor I Sikorsky Memorial,Bridgeport,CT,41.16348417,-73.12617861,0
BDX,Broadus,Broadus,MT,45.433325,-105.41721329999999,0
BED,Laurence G Hanscom,Bedford,MA,42.46995306,-71.28903000000001,0
BEH,Southwest Michigan Regional,Benton Harbor,MI,42.12858333,-86.4285,0
BET,Bethel,Bethel,AK,60.77977639,-161.8379975,1
BFD,Bradford Reg,Bradford,PA,41.80306778,-78.64012083,0
BFF,Scotts Bluff County,Scottsbluff,NE,41.87402778,-103.59563890000001,0
BFI,Boeing Field/King County Intl,Seattle,WA,47.52998917,-122.3019561,0
BFK,Buffalo Municipal,Buffalo,OK,36.86330139,-99.61873056,0
BFL,Meadows,Bakersfield,CA,35.43359806,-119.05676809999999,9
BFM,Mobile Downtown,Mobile,AL,30.62646944,-88.06799861,0
BFR,Virgil I Grissom Municipal,Bedford,IN,38.84003306,-86.44536361,0
BFW,Silver Bay Municipal,Silver Bay,MN,47.24902778,-91.41558333,0
BGD,Hutchinson County,Borger,TX,35.70004194,-101.39405359999999,0
BGE,Decatur County Industrial Airpark,Bainbridge,GA,30.97152778,-84.63744444,0
BGF,Winchester Municipal,Winchester,TN,35.17753417,-86.06616722,0
BGM,Binghamton Regional,Binghamton,NY,42.20848278,-75.97961361,1
BGQ,Big Lake Strip Nr 2,Big Lake,AK,61.53556806,-149.8138975,0
BGR,Bangor International,Bangor,ME,44.80744444,-68.82813889,8
BHB,Hancock Co-Bar Harbor,Bar Harbor,ME,44.44969444,-68.3615,0
BHC,Baxley Municipal,Baxley,GA,31.71383333,-82.39377778,0
BHK,Baker Muni,Baker City,MT,46.34763639,-104.2594475,0
BHM,Birmingham International,Birmingham,AL,33.56294306,-86.75354972,32
BID,Block Island State,Block Island,RI,41.16811889,-71.57784167,0
BIE,Beatrice Municipal,Beatrice,NE,40.30127778,-96.75411111,0
BIG,Allen AAF,Delta Junction,AK,63.99454722,-145.7216417,0
BIH,Bishop,Bishop,CA,37.37309556,-118.36360890000002,0
BIL,Billings Logan Intl,Billings,MT,45.8076625,-108.54286110000001,6
BIS,Bismarck Municipal,Bismarck,ND,46.77411111,-100.74672220000001,3
BIV,Tulip City,Holland,MI,42.74316667,-86.10502778,0
BJC,Jeffco,Denver,CO,39.90878667,-105.11721580000001,0
BJI,Bemidji-Beltrami County,Bemidji,MN,47.50942417,-94.93372333,1
BJJ,Wayne County,Wooster,OH,40.87480556,-81.88825,0
BKD,Breckenridge Stephens County,Breckenridge,TX,32.71904694,-98.89099972,0
BKE,Baker City Municipal,Baker City,OR,44.83733333,-117.80908329999998,0
BKL,Burke Lakefront,Cleveland,OH,41.5175,-81.68333333,0
BKV,Hernando County,Brooksville,FL,28.47359722,-82.45542139,0
BKW,Raleigh Cty Memorial,Beckley,WV,37.78732833,-81.12416417,0
BKX,Brookings Municipal,Brookings,SD,44.30483333,-96.81694444,0
BLF,Mercer Cty,Bluefield,WV,37.29579944,-81.20769056,0
BLH,Blythe,Blythe,CA,33.61916278,-114.71687639999999,0
BLI,Bellingham Intl,Bellingham,WA,48.79275,-122.53752779999999,1
BLM,Allaire Arpt,Belmar/Farmingdale,NJ,40.18691806,-74.12488694,0
BLV,Scott AFB/MidAmerica,Belleville/St. Louis,IL,38.54517861,-89.83518444,0
BMC,Brigham City,Brigham City,UT,41.55239139,-112.0622625,0
BMG,Monroe County,Bloomington,IN,39.14602139,-86.61668278,0
BMI,Central Illinois Regional,Bloomington,IL,40.47798556,-88.91595278,5
BML,Berlin Municipal,Berlin,NH,44.57537278,-71.17593167,0
BMQ,Burnet Muni-Kate Craddock,Burnet,TX,30.73894444,-98.23858333,0
BMT,Beaumont Municipal,Beaumont,TX,30.07044111,-94.21553806,0
BNA,Nashville International,Nashville,TN,36.12447667,-86.67818222,49
BNF,Baranof Warm Springs SPB,Baranof Warm Springs,AK,57.08882583,-134.83314140000002,0
BNG,Banning Municipal,Banning,CA,33.92307111,-116.8505756,0
BNL,Barnwell County,Barnwell,SC,33.25777778,-81.38833333,0
BNO,Burns Muni,Burns,OR,43.59212778,-118.95497890000001,0
BNW,Boone Municipal,Boone,IA,42.04956944,-93.84757222,0
BOI,Boise Air Terminal,Boise,ID,43.56444444,-116.22277779999999,19
BOK,Brookings,Brookings,OR,42.07455556,-124.2900939,0
BOS,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917,63
BOW,Bartow Municipal,Bartow,FL,27.9433575,-81.78344167,0
BPI,Big Piney-Marbleton,Big Piney,WY,42.58506972,-110.1111531,0
BPK,Baxter County Regional,Mountain Home,AR,36.36894194,-92.47052806,0
BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,29.95083333,-94.02069444,1
BQK,Glynco Jetport,Brunswick,GA,31.25902778,-81.46630556,1
BQN,Rafael Hernandez,Aguadilla,PR,18.49486111,-67.12944444,3
BRD,Brainerd-Crow Wing County Regional,Brainerd,MN,46.39785806,-94.13722750000001,0
BRL,Burlington Municipal,Burlington,IA,40.783225,-91.12550556,0
BRO,Brownsville/S.Padre Island International,Brownsville,TX,25.90683333,-97.42586111,1
BRW,Wiley Post Will Rogers Memorial,Barrow,AK,71.2854475,-156.76600190000002,2
BRY,Samuels,Bardstown,KY,37.81432167,-85.49963806,0
BST,Belfast Municipal,Belfast,ME,44.40966667,-69.01225,0
BTI,Barter Island,Kaktovik,AK,70.13390278,-143.5770444,0
BTL,W K Kellogg Regional,Battle Creek,MI,42.30727806,-85.25147972,0
BTM,Bert Mooney,Butte,MT,45.95479528,-112.49746,1
BTN,Britton Municipal,Britton,SD,45.81522222,-97.74313889,0
BTP,Butler Cty,Butler,PA,40.77692611,-79.94972417,0
BTR,"Baton Rouge Metropolitan, Ryan",Baton Rouge,LA,30.53316083,-91.14963444,9
BTT,Bettles,Bettles,AK,66.91528667,-151.5280556,0
BTV,Burlington International,Burlington,VT,44.47300361,-73.1503125,12
BTY,Beatty,Beatty,NV,36.86105722,-116.78700359999999,0
BUB,Cram,Burwell,NE,41.77669444,-99.14975,0
BUF,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667,22
BUM,Butler Memorial,Butler,MO,38.28977028,-94.34012694,0
BUR,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969,17
BUY,Burlington Municipal,Burlington,NC,36.04854333,-79.47488694,0
BVI,Beaver County,Beaver Falls,PA,40.77248083,-80.39142556,0
BVK,Buckland,Buckland,AK,65.98228611,-161.15197780000003,0
BVN,Albion Municipal,Albion,NE,41.72857778,-98.05575972,0
BVO,Bartlesville Municipal,Bartlesville,OK,36.76247611,-96.01115167,0
BVS,Skagit Regional/Bay View,Burlington/Mount Vernon,WA,48.47088889,-122.42086110000001,0
BVX,Batesville Regional,Batesville,AR,35.726105,-91.64736083,0
BVY,Beverly Municipal,Beverly,MA,42.58417111,-70.91651833,0
BWC,Brawley Municipal,Brawley,CA,32.9931,-115.5169325,0
BWD,Brownwood Municipal,Brownwood,TX,31.79362222,-98.95649528,0
BWG,Bowling Green-Warren County,Bowling Green,KY,36.96451667,-86.41967917,0
BWI,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833,65
BWP,Harry Stern,Wahpeton,ND,46.24640083,-96.6056825,0
BXA,George R Carr Memorial,Bogalusa,LA,30.81368639,-89.86496444,0
BXG,Burke County,Waynesboro,GA,33.04093056,-82.00397917,0
BXK,Buckeye Municipal,Buckeye,AZ,33.42088556,-112.6863,0
BYA,Boundary,Boundary,AK,64.07830278,-141.113375,0
BYG,Johnson County,Buffalo,WY,44.38108528,-106.72178970000002,0
BYI,Burley Municipal,Burley,ID,42.54260361,-113.77154420000001,0
BZN,Gallatin,Bozeman,MT,45.77690139,-111.15300719999999,10
C00,Mercer County,Aledo,IL,41.248645,-90.73708361,0
C05,Chenega Bay,Chenega,AK,60.07730556,-147.9918889,0
C09,Morris Municipal,Morris,IL,41.42541667,-88.41869444,0
C15,Pekin Municipal,Pekin,IL,40.48820611,-89.67591083,0
C17,Marion,Marion,IA,42.03111083,-91.52934222,0
C18,Frankfort,Chicago/Frankfort,IL,41.4775,-87.84047222,0
C25,Waverly Municipal,Waverly,IA,42.741952500000004,-92.50793528,0
C29,Morey,Middleton,WI,43.11424444,-89.53073222,0
C34,Gibson City Municipal,Gibson City,IL,40.48578389,-88.2672725,0
C35,Reedsburg Municipal,Reedsburg,WI,43.52589944,-89.98322194,0
C47,Portage Municipal,Portage,WI,43.560092499999996,-89.48309278,0
C52,Burlington Municipal,Burlington,WI,42.69056389,-88.30464,0
C56,Sanger,Chicago/Monee,IL,41.37756167,-87.68137528,0
C62,Kendallville Municipal,Kendallville,IN,41.47271639,-85.26080833,0
C65,Plymouth Municipal,Plymouth,IN,41.36513333,-86.30050417,0
C66,Monmouth Municipal,Monmouth,IL,40.92970444,-90.63110722,0
C71,Crosby Municipal,Crosby,MS,31.29600472,-91.05288167,0
C73,Dixon Muni-Charles R Walgreen,Dixon,IL,41.83369889,-89.44621333,0
C75,Marshall County,Lacon,IL,41.01928583,-89.38642222,0
C77,Poplar Grove,Poplar Grove,IL,42.32268639,-88.83651833,0
C80,New Coalinga Municipal,Coalinga,CA,36.16313889,-120.2938139,0
C81,Campbell,Chicago/Round Lake Park,IL,42.32461111,-88.07408806,0
C83,Byron,Byron,CA,37.828452500000004,-121.6258219,0
C91,Dowagiac Municipal,Dowagiac,MI,41.99293417,-86.1280125,0
CAD,Wexford County,Cadillac,MI,44.27531333,-85.41892694,0
CAE,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944,10
CAG,Craig-Moffat,Craig,CO,40.49522139,-107.52164669999999,0
CAK,Akron-Canton Regional,Akron,OH,40.91631194,-81.44246556,12
CAO,Clayton Municipal Airpark,Clayton,NM,36.44585972,-103.1546583,0
CAR,Caribou Municipal,Caribou,ME,46.8715,-68.01791667,0
CAV,Clarion Municipal,Clarion,IA,42.74194389,-93.75890944,0
CBE,Cumberland Regional,Cumberland,MD,39.61541667,-78.76086361,0
CBF,Council Bluffs Municipal,Council Bluffs,IA,41.25947222,-95.75997222,0
CBG,Cambridge Municipal,Cambridge,MN,45.55854639,-93.26464361,0
CBK,Shaltz,Colby,KS,39.42753083,-101.0465719,0
CCB,Cable,Upland,CA,34.11154056,-117.68758970000002,0
CCO,Newnan-Coweta County,Newnan,GA,33.31208333,-84.77027778,0
CCR,Buchanan,Concord,CA,37.98965639,-122.05689720000001,0
CCY,Charles City Municipal,Charles City,IA,43.07260861,-92.61077833,0
CDB,Cold Bay,Cold Bay,AK,55.20559972,-162.7242628,0
CDC,Cedar City Muni,Cedar City,UT,37.70097028,-113.098575,3
CDH,Harrell,Camden,AR,33.62279917,-92.76339528,0
CDI,Cambridge Municipal,Cambridge,OH,39.97504417,-81.57759528,0
CDK,George T Lewis,Cedar Key,FL,29.137745000000002,-83.04984361,0
CDN,Woodward,Camden,SC,34.28358333,-80.56486111,0
CDR,Chadron Municipal,Chadron,NE,42.83755556,-103.0954167,0
CDV,Merle K (Mudhole) Smith,Cordova,AK,60.49183389,-145.4776503,2
CDW,Essex Cty Arpt,Caldwell,NJ,40.87522278,-74.28135667,0
CEC,Jack McNamara,Crescent City,CA,41.78015722,-124.23653329999999,2
CEF,Westover AFB,Chicopee,MA,42.19826389,-72.53425833,0
CEK,Crete Municipal,Crete,NE,40.61791667,-96.92488889,0
CEM,Central,Central,AK,65.57380667,-144.7832908,0
CEU,Oconee County Regional,Clemson,SC,34.67205556,-82.88644444,0
CEV,Mettel,Connersville,IN,39.69803139,-85.13124528,0
CEW,Bob Sikes,Crestview,FL,30.77883333,-86.52211111,0
CEY,Kyle-Oakley,Murray,KY,36.66458333,-88.37277722,0
CEZ,Cortez Muni,Cortez,CO,37.30299778,-108.6280658,0
CFD,Coulter,Bryan,TX,30.71569444,-96.33136111,0
CFJ,Crawfordsville Municipal,Crawfordsville,IN,39.97562861,-86.91986361,0
CFK,Chefornak,Chefornak,AK,60.14922556,-164.2856325,0
CFT,Greenlee County,Clifton-Morenci,AZ,32.95284306,-109.2103453,0
CFV,Coffeyville Municipal,Coffeyville,KS,37.094047499999995,-95.57189417,0
CGA,Craig SPB,Craig,AK,55.47883139,-133.14780109999998,0
CGC,Crystal River,Crystal River,FL,28.86727778,-82.57130556,0
CGE,Cambridge-Dorchester,Cambridge,MD,38.53930556,-76.03036111,0
CGF,Cuyahoga County,Cleveland,OH,41.56512389,-81.48635389,0
CGI,Cape Girardeau Municipal,Cape Girardeau,MO,37.22531694,-89.57075167,0
CGS,College Park,College Park,MD,38.98058333,-76.92230556,0
CGX,Chicago Meigs,Chicago,IL,41.85884389,-87.60791167,0
CGZ,Casa Grande Municipal,Casa Grande,AZ,32.95488889,-111.76683329999999,0
CHA,Lovell,Chattanooga,TN,35.03526833,-85.20378778,7
CHD,Chandler Municipal,Chandler,AZ,33.26908333,-111.8111389,0
CHK,Chickasha Municipal,Chickasha,OK,35.09614694,-97.96618361,0
CHO,Charlottesville-Albermarle,Charlottesville,VA,38.13863889,-78.45286111,3
CHP,Circle Hot Springs,Circle Hot Springs,AK,65.48547222,-144.6107836,0
CHS,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583,16
CHT,Chillicothe Municipal,Chillicothe,MO,39.78215278,-93.49568056,0
CHU,Houston County,Caledonia,MN,43.59635861,-91.50394639,0
CIC,Chico Municipal,Chico,CA,39.79538278,-121.8584231,3
CID,Eastern Iowa,Cedar Rapids,IA,41.88458833,-91.71087222,10
CII,Choteau,Choteau,MT,47.82528056,-112.16621359999999,0
CIK,Chalkyitsik,Chalkyitsik,AK,66.64969083,-143.7359492,0
CIN,Arthur N Neu,Carroll,IA,42.04619444,-94.789,0
CIR,Cairo,Cairo,IL,37.06447222,-89.21961111,0
CIU,Chippewa County International,Sault Ste. Marie,MI,46.25075194,-84.47238528,0
CJR,Culpeper Regional,Culpeper,VA,38.5267075,-77.85885528,0
CJX,Crooked Creek,Crooked Creek,AK,61.86902194,-158.1371178,0
CKB,Benedum,Clarksburg,WV,39.29663889,-80.22808333,0
CKC,Grand Marais/Cook County,Grand Marais,MN,47.83830556,-90.38313889,0
CKF,Crisp County - Cordele,Cordele,GA,31.98883333,-83.77391667,0
CKI,Williamsburg County,Kingstree,SC,33.71722222,-79.85697222,0
CKM,Fletcher,Clarksdale,MS,34.29971,-90.51231611,0
CKN,Crookston Muni Kirkwood,Crookston,MN,47.84169417,-96.62162028,0
CKP,Cherokee Municipal,Cherokee,IA,42.73147222,-95.55613889,0
CKU,Cordova Muni,Cordova,AK,60.54390333,-145.7267042,0
CKV,Outlaw,Clarksville,TN,36.62188083,-87.41495361,0
CKX,Chicken,Chicken,AK,64.07133833,-141.9522792,0
CLD,MC Clellan-Palomar Airport,,,33.127231,-117.278727,2
CLE,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667,75
CLI,Clintonville Municipal,Clintonville,WI,44.61381306,-88.73126667,0
CLK,Clinton Municipal,Clinton,OK,35.53832778,-98.932695,0
CLL,Easterwood,College Station,TX,30.58858944,-96.36382417,2
CLM,William R Fairchild Intl,Port Angeles,WA,48.12019444,-123.49969440000001,0
CLP,Clarks Point,Clarks Point,AK,58.84230472,-158.5452331,0
CLS,Chehalis-Centralia,Chehalis,WA,46.67649194,-122.97929669999999,0
CLT,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583,82
CLW,Clearwater Air Park,Clearwater,FL,27.97668639,-82.75874028,0
CMA,Camarillo,Camarillo,CA,34.21375472,-119.0943264,0
CMH,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278,38
CMI,University of Illinois-Willard,Champaign/Urbana,IL,40.03925,-88.27805556,4
CMX,Houghton County Memorial,Hancock,MI,47.16841722,-88.48906083,1
CMY,Sparta/Fort McCoy,Sparta,WI,43.95834806,-90.7378975,0
CNC,Chariton Municipal,Chariton,IA,41.01962389,-93.35968028,0
CNH,Claremont Municipal,Claremont,NH,43.37043194,-72.36867667,0
CNK,Blosser Municipal,Concordia,KS,39.54925139,-97.65231667,0
CNM,Cavern City Air Terminal,Carlsbad,NM,32.33747222,-104.2632778,0
CNO,Chino,Chino,CA,33.97469444,-117.63661110000001,0
CNP,Billy G Ray,Chappell,NE,41.07747222,-102.4640556,0
CNU,Chanute Martin Johnson,Chanute,KS,37.66879722,-95.48506444,0
CNW,TSTC-Waco,Waco,TX,31.63783139,-97.07413889,0
CNY,Canyonlands,Moab,UT,38.75495611,-109.7548439,0
COD,Yellowstone Regional,Cody,WY,44.52019417,-109.02379609999998,2
COE,Coeur D'Alene Air Terminal,Coeur D'Alene,ID,47.77429167,-116.81962309999999,0
COI,Merritt Island,Merritt Island,FL,28.34158944,-80.6854975,0
COM,Coleman Municipal,Coleman,TX,31.84113889,-99.40361111,0
CON,Concord Municipal,Concord,NH,43.20273278,-71.50228556,0
COQ,Cloquet-Carlton County,Cloquet,MN,46.70016833,-92.50552861,0
COS,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025,22
COT,Cotulla-Lasalle County,Cotulla,TX,28.45825583,-99.22016389,0
COU,Columbia Regional,Columbia,MO,38.81809306,-92.21962917,0
CPC,Columbus County Municipal,Whiteville,NC,34.27287278,-78.71499278,0
CPK,Chesapeake Municipal,Norfolk,VA,36.66561833,-76.32066389,0
CPM,Compton/Woodley,Compton,CA,33.89001611,-118.2436831,0
CPR,Natrona County Intl,Casper,WY,42.90835556,-106.46446609999998,5
CPS,St. Louis Downtown,Cahokia/St. Louis,IL,38.57072444,-90.15622111,0
CPX,Benjamin Rivera Noriega,Isla De Culebra,PR,18.31328917,-65.30432444,0
CQA,Lakefield,Celina,OH,40.48408333,-84.56011111,0
CQB,Chandler Municipal,Chandler,OK,35.72381556,-96.82027306,0
CQX,Chatham Municipal,Chatham,MA,41.68840028,-69.98952417,0
CRC,Circle City,Circle,AK,65.83049389,-144.0758128,0
CRE,Grand Strand,North Myrtle Beach,SC,33.81175,-78.72394444,0
CRG,Craig Municipal,Jacksonville,FL,30.33633333,-81.51444444,0
CRO,Corcoran,Corcoran,CA,36.10245111,-119.59484690000001,0
CRP,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528,4
CRQ,McClellan-Palomar,Carlsbad,CA,33.12822222,-117.28022220000001,0
CRS,C Davis Campbell -Corsicana Muni,Corsicana,TX,32.02748861,-96.39803611,0
CRT,Crossett Municipal,Crossett,AR,33.17833278,-91.88018806,0
CRW,Yeager,Charleston,WV,38.37315083,-81.59318972,7
CRX,Roscoe Turner,Corinth,MS,34.91496778,-88.60348361,0
CSB,Cambridge Municipal,Cambridge,NE,40.30658333,-100.16208329999999,0
CSG,Columbus Metropolitan,Columbus,GA,32.51633333,-84.93886111,1
CSM,Clinton-Sherman,Clinton,OK,35.33983917,-99.20049944,0
CSQ,Creston Municipal,Creston,IA,41.02146139,-94.36331917,0
CSV,Crossville Memorial,Crossville,TN,35.95129194,-85.08497806,0
CTB,Cut Bank Muni,Cut Bank,MT,48.60835444,-112.37614640000001,0
CTJ,West Georgia Regional,Carrollton,GA,33.63102778,-85.15202778,0
CTK,Ingersoll,Canton,IL,40.56909444,-90.07484000000001,0
CTY,Cross City,Cross City,FL,29.63552778,-83.10475,0
CTZ,Sampson County,Clinton,NC,34.97561194,-78.36461528,0
CUB,Columbia Owens Downtown,Columbia,SC,33.97047222,-80.99525,0
CUH,Cushing Municipal,Cushing,OK,35.949925,-96.77305278,0
CUL,Carmi Municipal,Carmi,IL,38.08947917,-88.12306111,0
CUT,Custer County,Custer,SD,43.73331611,-103.6176947,0
CVG,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,113
CVK,Sharp County Regional,Ash Flat,AR,36.26487139,-91.56264111,0
CVN,Clovis Municipal,Clovis,NM,34.42513889,-103.0792778,0
CVO,Corvallis Muni,Corvallis,OR,44.49719361,-123.2898297,0
CVX,Charlevoix Municipal,Charlevoix,MI,45.30477778,-85.27477778,0
CWA,Central Wisconsin,Mosinee,WI,44.77761917,-89.66677944,5
CWF,Chennault International,Lake Charles,LA,30.21059167,-93.14318944,0
CWI,Clinton Municipal,Clinton,IA,41.8311125,-90.32913056,0
CWV,Claxton-Evans County,Claxton,GA,32.19505556,-81.86955556,0
CXC,Chitina,Chitina,AK,61.58285917,-144.4270969,0
CXE,Chase City Municipal,Chase City,VA,36.78833556,-78.50155361,0
CXF,Coldfoot,Coldfoot,AK,67.25163417,-150.20656719999997,0
CXL,Calexico International,Calexico,CA,32.66950333,-115.5133281,0
CXO,Montgomery County,Conroe,TX,30.35183333,-95.4144675,0
CXP,Carson,Carson City,NV,39.19222972,-119.7343611,0
CXU,Camilla-Mitchell County,Camilla,GA,31.21291667,-84.23680556,0
CXY,Capital City,Harrisburg,PA,40.21713889,-76.85147222,0
CYO,Pickaway County Memorial,Circleville,OH,39.51600611,-82.98215361,0
CYS,Cheyenne,Cheyenne,WY,41.155722499999996,-104.81183809999999,0
CYW,Clay Center Municipal,Clay Center,KS,39.38713889,-97.15721417,0
